gender,age,tenure,monthlycharges,paymentmethod,industry
0,39.0,46.0,61.57,8,1
1,68.0,1.0,19.75,0,2
1,59.0,3.0,31.54,9,0
0,38.0,26.0,48.15,4,1
1,21.0,30.99999973582736,42.85999915718693,2,1
1,38.0,19.0,34.3,3,2
1,62.0,64.0,105.25,5,2
0,65.0,11.0,98.01,8,0
1,45.0,17.0,90.95,3,2
1,39.0,1.0,70.85,6,2
1,37.0,14.0,54.98,4,1
0,57.0,31.000000369809975,40.19999907426894,4,1
1,42.0,10.0,24.8,3,2
0,45.0,4.0,72.75,5,2
0,26.0,31.000000879189482,44.550000230503585,4,1
0,55.0,51.0,48.92,2,1
1,48.0,43.0,94.35,6,2
1,53.0,56.0,118.41,9,0
0,53.0,15.0,63.38,9,0
0,69.0,51.0,77.5,5,2
1,46.0,36.0,92.89,4,0
1,43.0,48.0,102.51,7,0
0,33.0,12.0,94.27,2,0
0,36.0,37.0,24.43,2,0
1,50.0,23.0,40.22,8,1
1,41.0,54.0,44.99,8,1
1,28.0,72.0,19.3,3,2
0,68.0,12.0,19.7,6,2
1,55.0,29.0,44.61,2,1
0,57.0,70.0,104.3,0,2
1,26.0,65.0,94.31,1,0
0,18.0,8.0,112.46,1,0
1,34.0,17.0,102.78,8,0
1,50.0,49.0,26.85,2,0
1,49.0,10.0,50.22,2,1
0,20.0,8.0,105.5,5,2
1,36.0,62.0,95.72,8,0
0,52.0,34.0,58.59,2,0
1,37.0,20.0,53.55,8,1
1,32.0,61.0,79.8,5,2
0,54.0,47.0,79.19,9,0
1,41.0,1.0,59.55,6,2
1,45.0,38.0,45.09,4,1
1,21.0,3.0,50.36,4,0
1,66.0,7.0,88.09,4,0
1,43.0,19.0,48.95,0,2
0,67.0,32.0,49.57,4,1
1,32.0,15.000000109671834,50.89000190451138,8,1
0,47.0,59.0,61.79,9,0
1,28.0,72.0,105.55,0,2
0,38.0,19.0,31.82,2,1
0,37.0,30.0,51.23,8,1
0,35.0,5.0,39.5,5,2
0,47.0,40.0,46.54,2,1
0,42.0,7.0,20.65,6,2
1,24.0,72.0,84.3,3,2
1,38.0,57.0,113.14,2,0
0,22.0,27.0,37.64,8,0
0,46.0,58.0,118.29,4,0
0,52.0,71.0,23.9,3,2
0,68.0,50.0,108.75,0,2
1,28.0,28.999998435138217,39.13999998874847,2,1
1,24.0,56.0,64.65,0,2
1,61.0,31.999999959605518,51.780000628487215,4,1
0,52.0,61.0,39.55,7,0
1,50.0,59.0,119.7,7,0
1,54.0,14.0,20.4,0,2
0,57.0,13.999998994352515,47.09000170974397,8,1
1,49.0,26.0,52.06,4,1
1,56.0,5.0,45.42,4,1
1,64.0,33.0,51.61,4,1
0,48.0,40.0,64.1,3,2
0,55.0,2.0,74.9,3,2
0,45.0,47.0,54.1,1,0
1,34.0,63.0,28.98,4,0
0,60.0,16.0,83.08,7,0
1,51.0,35.0,20.76,9,0
0,40.0,54.0,48.62,4,0
0,37.0,54.0,64.69,2,1
0,23.0,3.0,47.56,2,1
0,48.0,26.0,100.5,0,2
0,55.0,1.0,74.7,5,2
1,22.0,46.0,19.6,5,2
0,31.0,29.0,54.96,2,1
1,43.0,36.0,102.25,9,0
1,58.0,4.0,100.2,5,2
1,62.0,62.0,71.4,3,2
1,56.0,18.0,71.81,2,0
0,25.0,68.0,38.9,6,2
0,25.0,60.0,105.9,5,2
1,37.0,8.0,59.03,8,0
1,39.0,3.0,95.76,2,0
0,59.0,25.0,52.23,8,0
0,26.0,19.0,86.85,5,2
1,25.0,21.0,34.92,7,0
0,68.0,2.0,84.05,5,2
0,46.0,14.0,113.99,9,0
1,50.0,16.0,26.69,8,1
0,30.0,35.0,59.16,9,0
1,45.0,66.0,84.69,1,0
1,42.0,16.0,59.12,8,1
0,27.0,54.0,86.2,5,2
0,24.0,59.0,49.01,8,1
1,70.0,30.0,46.35,9,0
1,38.0,37.0,101.1,5,2
1,47.0,38.0,54.69,2,1
0,46.0,25.0,26.8,6,2
0,22.0,64.0,47.85,5,2
0,41.0,52.0,20.1,0,2
0,33.0,25.999999855332764,48.650001194827745,2,1
1,69.0,19.000000048699416,32.7399990818366,2,1
0,26.0,70.0,75.35,3,2
1,34.0,35.0,31.5,4,0
0,21.0,45.0,47.33,9,0
0,29.0,2.0,59.98,9,0
1,53.0,16.0,91.55,5,2
0,49.0,53.0,91.15,5,2
0,45.0,24.0,84.43,9,0
1,30.0,8.0,54.24,2,1
0,25.0,30.0,35.92,8,1
0,22.0,40.0,96.35,3,2
1,63.0,19.99999994275329,57.6399999911792,4,1
0,38.0,18.0,35.0,5,2
1,55.0,48.0,119.99,4,0
1,54.0,62.0,89.8,0,2
0,21.0,2.0,88.55,5,2
0,59.0,68.0,78.45,5,2
0,69.0,2.0,86.2,6,2
0,60.0,2.0,112.08,2,0
0,70.0,52.0,19.6,3,2
0,44.0,41.0,81.3,3,2
0,67.0,54.0,103.95,0,2
1,61.0,68.0,105.75,3,2
1,31.0,5.0,19.35,6,2
0,26.0,59.0,83.25,5,2
1,29.0,9.0,55.78,8,0
1,64.0,24.0,116.04,4,0
0,64.0,60.0,110.0,0,2
0,38.0,58.0,64.35,8,1
1,62.0,63.0,105.4,5,2
0,39.0,47.99999909926121,41.740000348333915,2,1
0,43.0,23.0,58.21,2,1
0,39.0,54.0,73.39,1,0
1,58.0,40.0,58.61,4,1
1,21.0,15.0,55.2,3,2
0,41.0,46.0,49.85,9,0
0,44.0,5.0,107.07,2,0
1,63.0,42.0,63.69,8,1
0,68.0,72.0,85.9,3,2
0,63.0,41.0,54.39,2,1
1,37.0,1.0,73.55,5,2
0,53.0,55.0,104.32,7,0
0,53.0,26.0,22.77,2,0
1,49.0,28.0,56.17,4,1
1,22.0,63.0,61.15,7,0
1,38.0,28.0,56.99,4,1
0,61.0,4.0,22.22,4,0
0,34.0,3.0,29.09,2,1
1,51.0,19.999997283682653,54.25999842361682,8,1
1,47.0,15.000000033233928,42.48000032010345,8,1
0,49.0,23.0,33.97,2,1
0,29.0,57.0,83.99,8,0
1,29.0,40.0,53.59,7,0
1,55.0,44.0,70.18,1,0
1,35.0,64.0,44.45,4,0
0,43.0,22.0,50.11,2,1
1,31.0,37.0,40.2,5,2
1,49.0,54.0,54.73,2,1
1,49.0,38.0,36.86,8,1
0,32.0,8.0,87.1,5,2
1,49.0,15.0,104.3,9,0
1,56.0,55.0,93.16,4,0
1,25.0,21.0,80.35,5,2
1,69.0,38.0,100.13,7,0
0,44.0,37.0,56.8,2,1
1,24.0,22.0,60.13,4,1
1,68.0,1.0,55.7,6,2
1,35.0,15.0,26.35,5,2
1,41.0,54.0,55.0,3,2
0,34.0,64.0,83.46,7,0
1,44.0,46.0,46.11,8,1
0,42.0,8.0,20.7,6,2
1,67.0,18.0,43.89,8,1
1,29.0,56.0,77.57,4,0
0,61.0,41.99999918681643,64.11999952039989,8,1
0,70.0,52.0,73.43,1,0
0,25.0,9.0,34.75,8,1
1,64.0,10.0,104.4,5,2
1,66.0,38.000001496642874,56.169999342331536,2,1
0,56.0,17.0,90.11,8,0
1,29.0,58.0,99.15,0,2
0,61.0,10.0,73.6,2,0
1,45.0,70.0,106.05,5,2
1,33.0,24.0,56.1,4,1
1,54.0,68.0,88.85,3,2
0,49.0,30.0,85.15,5,2
0,27.0,67.0,111.25,5,2
1,35.0,5.0,85.4,5,2
0,56.0,28.0,48.21,4,1
1,58.0,3.0,114.39,4,0
0,65.0,8.0,49.4,5,2
1,62.0,27.0,116.67,9,0
0,38.0,18.0,64.8,5,2
0,57.0,72.0,24.05,0,2
1,21.0,25.999999966952526,49.8900000722494,4,1
1,30.0,3.0,23.6,6,2
1,57.0,47.0,44.62,2,1
0,20.0,71.0,96.35,3,2
1,40.0,9.0,74.79,8,0
1,34.0,21.0,60.05,0,2
1,32.0,32.0,96.2,5,2
1,62.0,67.0,84.69,9,0
1,37.0,23.0,20.0,3,2
0,52.0,15.0,46.0,2,1
1,55.0,37.0,47.26,4,1
1,44.0,57.0,74.35,0,2
0,23.0,47.0,94.9,3,2
0,65.0,10.0,30.16,8,1
1,62.0,59.0,79.33,7,0
0,51.0,3.0,19.6,6,2
1,41.0,54.0,30.4,5,2
1,62.0,23.0,81.0,5,2
1,35.0,57.0,96.57,1,0
0,56.0,2.0,91.4,5,2
0,22.0,67.0,36.35,2,0
1,51.0,54.0,79.85,0,2
0,57.0,23.0,54.17,4,1
1,38.0,1.0,45.85,6,2
1,21.0,4.0,36.18,2,1
0,59.0,39.0,44.93,4,1
0,39.0,36.0,37.67,2,1
1,29.0,1.9999993875343995,28.310001406400453,2,1
0,35.0,43.0,86.29,8,0
0,64.0,8.0,19.5,6,2
0,47.0,23.0,23.85,6,2
1,59.0,58.0,56.41,4,1
1,37.0,19.0,37.3,2,1
0,57.0,34.0,114.24,4,0
0,39.0,53.00000103123141,50.63999945760932,4,1
1,22.0,29.0,75.35,0,2
0,36.0,8.0,41.78,2,0
1,51.0,65.0,45.64,9,0
0,68.0,68.0,31.76,2,0
1,37.0,72.0,109.55,0,2
0,33.0,50.0,104.4,6,2
1,48.0,57.0,77.7,4,0
1,56.0,4.0,93.43,1,0
0,24.0,26.0,89.44,4,0
1,26.0,2.9999975113144592,49.980000746770045,2,1
1,62.0,14.0,33.59,8,1
0,23.0,38.0,42.08,4,0
1,28.0,15.0,20.29,1,0
1,65.0,33.0,47.15,4,0
0,53.0,66.0,115.5,9,0
0,32.0,3.0,29.57,2,1
1,64.0,25.0,63.28,1,0
0,41.0,72.0,116.45,0,2
0,45.0,22.0,45.4,8,1
0,54.0,4.0,25.15,5,2
1,70.0,67.0,43.9,5,2
1,70.0,14.0,55.5,3,2
0,49.0,45.0,73.55,6,2
0,25.0,38.99999879161489,60.99999954734074,2,1
0,51.0,1.0,43.85,2,1
0,61.0,68.0,40.54,2,0
0,38.0,67.0,75.1,6,2
0,53.0,52.0,51.28,4,1
0,28.0,2.0,75.9,5,2
0,62.0,47.0,66.05,3,2
1,53.0,50.0,114.16,8,0
0,67.0,50.0,48.13,8,1
0,56.0,22.0,32.22,9,0
1,32.0,36.0,94.23,4,0
1,66.0,6.0,37.02,8,1
0,59.0,30.0,39.35,2,1
0,33.0,54.0,94.75,0,2
0,40.0,39.0,40.3,0,2
1,38.0,1.0,29.19,8,1
1,23.0,51.0,118.41,1,0
1,28.0,7.0,60.78,7,0
0,62.0,39.0,84.74,4,0
0,40.0,29.0,88.73,7,0
1,53.0,65.0,90.78,9,0
0,50.0,3.999999926197023,45.520000402366755,8,1
0,70.0,65.0,55.15,6,2
1,58.0,28.0,59.39,1,0
1,36.0,33.0,58.3,4,1
0,31.0,13.0,89.4,5,2
1,37.0,62.0,96.1,5,2
1,29.0,46.0,22.79,9,0
0,45.0,47.0,47.4,7,0
1,40.0,65.0,76.91,4,0
0,68.0,24.0,43.58,4,1
1,23.0,61.0,75.35,3,2
0,45.0,23.0,49.46,4,1
0,45.0,56.0,72.6,3,2
1,68.0,21.0,74.05,7,0
0,34.0,1.0,56.25,5,2
1,60.0,30.0,74.85,5,2
0,30.0,30.00000103019191,47.389999084340644,4,1
0,39.0,5.0,36.42,2,1
1,61.0,29.0,88.68,8,0
0,57.0,72.0,20.25,3,2
1,68.0,28.999999559858722,39.05999989833893,8,1
1,35.0,44.0,54.64,2,1
1,27.0,19.0,20.2,6,2
0,51.0,35.0,56.85,5,2
1,48.0,12.0,25.4,0,2
0,47.0,43.0,44.49,4,1
1,21.0,7.0,98.05,0,2
0,67.0,6.0,40.28,4,1
0,54.0,25.0,96.95,4,0
0,50.0,3.0,116.07,9,0
1,20.0,2.0,71.3,3,2
0,45.0,30.0,46.98,9,0
1,40.0,7.0,26.32,8,1
1,63.0,38.0,53.09,8,1
0,40.0,28.0,52.11,9,0
0,42.0,53.0,61.5,1,0
0,31.0,55.0,103.65,3,2
1,25.0,69.0,110.05,3,2
0,52.0,43.0,86.63,1,0
1,67.0,3.0,25.1,5,2
0,39.0,42.99999955519635,63.84000140185809,8,1
1,44.0,57.0,20.75,6,2
1,42.0,1.0,45.7,6,2
0,38.0,13.0,36.72,8,1
1,63.0,17.0,39.2,4,1
1,23.0,11.0,61.25,5,2
0,21.0,25.0,52.6,8,1
0,58.0,2.0,30.36,8,1
0,36.0,34.0,32.35,4,1
0,43.0,30.0,33.51,7,0
0,61.0,67.0,46.12,2,0
0,27.0,52.0,63.87,2,0
1,28.0,67.0,20.8,6,2
0,46.0,41.0,93.43,1,0
0,50.0,16.00000048242776,30.12000143220239,4,1
0,42.0,8.999999435748661,43.510001213328785,8,1
1,35.0,58.0,103.22,4,0
1,57.0,49.0,64.14,4,1
1,68.0,43.0,24.25,6,2
1,37.0,7.0,94.25,5,2
0,41.0,8.000001947455507,32.19999979203501,8,1
0,43.0,24.0,72.56,4,0
1,49.0,31.0,53.12,4,1
0,46.0,12.0,29.22,2,0
0,26.0,2.0,72.36,9,0
1,53.0,56.0,59.5,3,2
1,55.0,27.0,80.65,3,2
0,68.0,41.00000249345212,55.21999908905939,2,1
1,68.0,7.0,49.65,3,2
0,28.0,60.0,105.9,5,2
1,49.0,2.0,108.12,1,0
1,20.0,1.0,80.8,5,2
1,20.0,40.0,54.57,9,0
1,36.0,5.0,90.35,6,2
1,60.0,70.0,67.95,6,2
0,21.0,47.0,75.45,3,2
1,31.0,28.0,92.9,0,2
0,66.0,14.99999985099278,46.00000028773907,2,1
0,40.0,51.0,93.93,8,0
0,40.0,18.0,93.01,2,0
0,43.0,66.0,92.15,0,2
1,27.0,17.0,29.87,8,1
0,44.0,14.0,105.95,6,2
0,23.0,72.0,24.55,5,2
0,51.0,24.0,32.2,2,1
1,51.0,7.0,85.34,8,0
1,26.0,2.0,95.72,4,0
1,30.0,18.0,61.6,7,0
1,33.0,15.0,69.11,4,0
1,64.0,16.0,71.69,2,0
0,61.0,19.0,110.57,9,0
0,67.0,16.0,90.04,9,0
0,62.0,56.0,99.94,1,0
1,67.0,18.0,45.81,2,1
0,51.0,62.0,94.74,8,0
0,70.0,22.0,29.31,1,0
1,50.0,16.0,43.42,2,1
1,68.0,7.0,29.25,2,1
1,47.0,51.0,111.82,9,0
0,66.0,12.0,79.8,5,2
1,21.0,31.0,86.75,9,0
0,31.0,56.0,105.6,3,2
1,58.0,48.0,87.78,4,0
1,40.0,1.0,45.55,6,2
1,42.0,65.0,70.95,0,2
0,47.0,19.0,118.81,4,0
0,66.0,20.0,40.32,2,1
1,42.0,58.0,65.68,7,0
1,70.0,45.0,62.7,3,2
1,35.0,11.0,34.13,4,1
0,39.0,56.0,110.64,9,0
1,70.0,30.0,63.22,2,0
1,43.0,48.0,27.04,7,0
0,20.0,50.0,45.15,4,1
1,30.0,39.0,34.84,7,0
1,66.0,19.99999940153889,34.309999678539995,8,1
1,39.0,68.0,75.8,0,2
0,39.0,6.0,70.03,2,0
1,59.0,60.0,61.4,5,2
1,39.0,41.0,86.86,8,0
0,57.0,11.0,116.13,4,0
1,59.0,1.0,93.51,4,0
1,18.0,29.0,71.37,8,0
0,59.0,68.0,107.93,1,0
0,60.0,26.0,57.98,9,0
0,48.0,23.0,111.64,7,0
0,60.0,4.0,64.13,4,0
0,39.0,19.0,89.35,0,2
0,44.0,19.0,21.32,8,0
0,39.0,3.0,75.41,1,0
0,69.0,2.0,99.52,9,0
0,32.0,35.0,113.19,1,0
1,70.0,23.0,92.28,4,0
0,46.0,19.0,32.6,4,1
0,25.0,9.0,32.15,7,0
0,57.0,9.0,72.9,6,2
1,29.0,4.0,45.97,4,1
0,68.0,23.999999221923378,46.720001642981956,4,1
0,23.0,31.0,63.69,9,0
0,64.0,72.0,24.9,6,2
0,25.0,24.0,96.01,1,0
0,43.0,41.0,57.32,8,1
1,53.0,71.0,65.15,0,2
1,20.0,68.0,80.16,4,0
0,33.0,27.000000274524744,54.29999901087207,2,1
1,37.0,1.0,31.39,4,1
1,39.0,57.0,114.94,7,0
0,69.0,52.0,22.54,4,0
0,39.0,63.0,103.5,5,2
0,53.0,18.0,76.8,7,0
1,33.0,20.0,64.9,2,0
1,37.0,51.0,81.92,4,0
0,27.0,47.0,97.35,1,0
1,59.0,22.000000543039906,52.32999918753772,8,1
0,30.0,14.999999300602484,26.490001099067104,8,1
0,38.0,9.0,70.21,9,0
1,64.0,52.0,80.85,5,2
0,54.0,70.0,19.8,0,2
0,50.0,54.0,115.6,0,2
1,34.0,1.0,25.1,5,2
1,39.0,28.0,77.32,4,0
0,49.0,63.0,19.35,5,2
0,59.0,2.0,19.95,6,2
0,51.0,59.0,88.75,3,2
1,42.0,18.999998107421405,32.739999234167044,2,1
1,40.0,3.0,48.4,1,0
1,37.0,1.0,119.92,7,0
1,22.0,47.0,100.75,6,2
1,54.0,68.0,92.2,3,2
1,28.0,2.0,55.89,9,0
0,45.0,10.0,75.29,9,0
1,40.0,40.0,41.51,7,0
1,40.0,41.0,61.82,8,1
0,30.0,64.0,86.8,0,2
0,42.0,12.0,105.3,5,2
1,37.0,53.0,40.99,8,1
0,37.0,47.0,95.05,5,2
1,26.0,1.000000895331658,43.710000441958755,8,1
0,40.0,49.99999993443602,55.79999829089422,2,1
1,21.0,29.0,56.49,4,1
0,63.0,42.0,54.94,2,1
0,40.0,1.0,32.03,2,1
1,30.0,17.0,52.16,8,1
1,47.0,8.0,98.92,9,0
0,41.0,31.0,72.88,9,0
1,49.0,43.0,98.3,4,0
0,60.0,72.0,80.45,0,2
1,52.0,2.0,32.35,8,0
0,28.0,43.0,94.5,5,2
0,53.0,43.0,119.11,2,0
0,39.0,41.0,24.39,2,0
1,45.0,46.0,116.83,1,0
0,43.0,72.0,114.85,0,2
0,47.0,64.0,101.6,8,0
0,36.0,23.0,73.65,3,2
0,31.0,9.0,28.97,4,1
1,70.0,70.0,76.95,3,2
1,54.0,10.0,85.55,5,2
1,66.0,43.0,85.87,7,0
1,65.0,23.0,55.23,2,1
0,63.0,53.0,93.45,5,2
0,47.0,22.0,39.2,4,1
1,70.0,18.0,19.25,6,2
0,52.0,39.00000097769324,46.32999974757181,2,1
0,38.0,18.0,85.2,5,2
0,23.0,12.0,32.14,8,1
0,70.0,53.00000073843636,59.62000035718625,8,1
1,39.0,72.0,77.35,3,2
1,44.0,23.0,52.89,4,1
0,59.0,41.0,41.82,8,1
1,33.0,43.0,50.05,4,1
0,42.0,40.0,51.96,4,1
0,33.0,53.0,28.26,4,0
1,36.0,38.999999934698046,56.17999882480373,8,1
1,63.0,39.0,107.82,1,0
1,58.0,50.0,55.97,8,1
1,32.0,14.0,69.4,1,0
1,60.0,11.0,51.11,9,0
1,64.0,40.0,53.34,4,1
0,31.0,15.00000062126878,51.90000082570658,4,1
1,40.0,56.99999992609501,46.65000083626975,2,1
1,27.0,20.0,36.96,2,1
1,62.0,36.0,43.38,9,0
0,31.0,26.0,19.65,3,2
0,40.0,69.0,84.45,0,2
1,58.0,61.0,25.45,0,2
1,56.0,53.0,93.01,4,0
1,35.0,15.0,76.0,6,2
0,70.0,29.0,55.3,1,0
0,33.0,1.0,95.86,9,0
1,66.0,8.0,35.01,4,1
0,67.0,23.0,83.21,9,0
0,27.0,29.0,23.9,2,0
1,25.0,35.99999990582594,36.620000392211345,2,1
0,52.0,24.0,64.86,4,0
1,55.0,22.0,20.25,0,2
1,35.0,20.0,19.4,6,2
1,25.0,12.0,38.24,2,1
0,53.0,39.000000004720846,59.5500000055855,8,1
0,31.0,37.00000049693917,55.90999871714673,4,1
1,62.0,56.0,60.05,8,1
1,63.0,17.0,94.8,5,2
0,55.0,57.0,112.95,0,2
1,19.0,15.0,36.97,9,0
1,57.0,37.0,37.19,1,0
1,37.0,14.0,28.07,2,1
0,29.0,15.0,53.48,8,1
1,27.0,15.0,92.44,8,0
0,49.0,44.0,60.09,4,1
0,28.0,13.0,43.8,5,2
0,43.0,13.0,90.51,2,0
0,40.0,37.0,19.5,0,2
0,67.0,45.00000127655163,54.93000025379071,8,1
1,47.0,5.0,48.65,0,2
1,37.0,45.0,19.2,5,2
0,47.0,6.999999619001335,36.5500003497633,2,1
1,33.0,53.0,76.97,8,0
0,70.0,59.0,64.45,4,1
0,52.0,17.0,58.26,2,0
0,62.0,62.0,108.92,9,0
1,36.0,34.0,81.07,9,0
0,62.0,32.0,115.66,9,0
0,20.0,58.0,67.67,8,1
1,49.0,11.0,73.85,5,2
1,40.0,6.0,47.64,8,1
1,48.0,69.0,64.51,2,0
1,44.0,69.0,23.95,0,2
0,53.0,1.0,82.3,5,2
1,42.0,45.0,79.89,4,0
0,33.0,12.0,27.49,8,1
1,49.0,47.0,56.57,2,1
0,45.0,11.0,39.62,2,1
0,67.0,59.00000153089312,69.19000088435212,2,1
1,64.0,70.0,80.15,3,2
0,64.0,20.0,24.9,3,2
0,31.0,30.0,47.73,2,1
1,44.0,1.0,29.97,2,1
0,43.0,20.0,44.35,5,2
1,57.0,28.0,38.08,7,0
1,52.0,41.0,54.4,4,1
1,56.0,46.0,21.05,9,0
0,53.0,45.0,70.51,7,0
1,20.0,16.0,20.25,0,2
1,68.0,31.0,106.58,8,0
1,35.0,36.0,113.48,9,0
0,46.0,35.0,19.25,0,2
1,36.0,37.0,45.01,4,1
0,47.0,41.0,49.48,8,1
0,23.0,44.00000109560652,62.80999838375853,8,1
0,32.0,9.0,79.65,2,0
0,42.0,2.0,28.69,2,1
0,40.0,31.0,31.61,1,0
0,22.0,8.0,75.25,5,2
0,48.0,10.0,49.74,8,1
1,40.0,43.0,51.79,2,1
0,21.0,34.0,52.56,4,0
1,37.0,52.0,93.91,1,0
1,47.0,38.0,109.27,4,0
0,59.0,52.0,54.85,8,1
0,50.0,1.0,68.95,5,2
1,22.0,8.0,49.49,4,1
1,60.0,66.0,107.35,0,2
1,57.0,42.0,103.84,7,0
1,63.0,46.0,58.8,4,1
0,42.0,28.0,44.71,4,1
1,46.0,4.0,19.95,6,2
1,36.0,54.0,61.98,4,1
1,40.0,13.000000247444657,53.52999919666346,8,1
0,55.0,49.0,24.86,7,0
0,54.0,48.0,70.42,1,0
1,22.0,37.0,70.35,6,2
1,23.0,4.0,43.39,8,1
1,36.0,47.0,87.2,5,2
0,23.0,49.0,28.2,1,0
1,61.0,55.999999666436466,63.98000066139809,8,1
0,29.0,2.0,29.95,9,0
0,39.0,72.0,118.75,0,2
0,60.0,34.0,56.28,2,1
0,32.0,9.0,84.45,5,2
1,34.0,54.0,108.0,3,2
1,57.0,6.0,84.2,5,2
0,26.0,1.0,38.42,4,1
1,46.0,62.0,116.69,2,0
0,64.0,36.0,65.86,4,1
0,50.0,55.0,56.02,8,1
1,56.0,17.0,60.16,7,0
0,24.0,14.0,108.76,2,0
0,31.0,36.0,45.65,8,1
0,21.0,43.0,98.92,2,0
1,65.0,22.99999985702338,40.30000048429318,4,1
1,55.0,31.0,59.29,8,1
1,49.0,13.0,20.45,8,0
0,30.0,31.0,84.75,3,2
0,58.0,34.0,87.45,5,2
0,61.0,29.000001571694188,35.30999982015291,2,1
1,65.0,71.0,19.6,0,2
1,44.0,41.0,20.0,6,2
0,70.0,5.0,19.85,3,2
1,37.0,9.0,19.9,5,2
0,41.0,53.0,53.95,2,1
0,63.0,11.0,75.25,5,2
1,29.0,50.0,81.17,7,0
1,23.0,33.0,60.0,2,1
1,36.0,64.0,104.65,3,2
1,52.0,31.0,51.31,1,0
1,70.0,55.000000125630066,52.770001191436194,4,1
0,37.0,45.0,58.73,2,1
1,57.0,25.0,90.4,5,2
1,19.0,39.0,28.71,9,0
0,38.0,49.0,49.03,2,0
1,49.0,57.0,57.5,0,2
1,64.0,52.0,23.98,2,0
0,25.0,13.0,19.55,6,2
1,32.0,6.0,47.5,4,1
0,36.0,29.0,55.25,5,2
1,63.0,72.0,20.55,5,2
1,68.0,2.0,19.35,6,2
0,31.0,53.0,110.41,9,0
1,58.0,34.00000098809299,34.869999187111596,4,1
1,55.0,38.0,35.78,2,1
1,36.0,14.0,69.2,6,2
0,41.0,21.0,45.09,8,1
0,34.0,21.00000083315001,39.210000995225336,2,1
0,32.0,58.0,86.02,1,0
0,38.0,8.0,94.45,3,2
0,60.0,29.0,67.36,8,0
0,61.0,16.0,33.72,8,1
1,58.0,1.0,19.7,6,2
1,31.0,59.0,41.05,0,2
0,44.0,41.0,79.9,3,2
1,60.0,43.0,64.73,9,0
0,48.0,72.0,90.15,0,2
0,28.0,14.0,31.19,4,1
0,49.0,25.0,32.94,8,0
1,27.0,1.0,20.65,5,2
1,44.0,67.0,105.05,5,2
1,29.0,31.0,53.39,4,0
1,20.0,70.0,98.3,0,2
1,54.0,47.0,104.1,5,2
0,51.0,55.0,55.97,8,1
1,21.0,43.0,57.79,2,1
1,33.0,14.0,85.23,9,0
0,68.0,30.0,44.42,4,1
1,29.0,31.0,59.95,5,2
1,49.0,63.0,19.7,6,2
1,29.0,10.0,92.63,9,0
0,58.0,65.0,105.5,5,2
0,60.0,9.0,48.75,5,2
1,35.0,7.0,101.95,5,2
0,24.0,72.0,110.15,5,2
0,65.0,10.0,97.43,2,0
0,48.0,42.0,84.65,5,2
0,55.0,10.0,55.55,6,2
0,56.0,2.0,20.65,6,2
0,41.0,17.0,61.23,2,0
1,69.0,29.0,109.75,2,0
1,59.0,64.0,69.25,6,2
0,42.0,2.0,42.07,8,1
0,26.0,1.0,69.6,5,2
1,68.0,45.0,56.59,2,1
1,51.0,54.0,91.17,7,0
0,41.0,1.0,29.28,8,0
0,36.0,60.0,70.6,8,0
1,19.0,32.0,52.86,4,0
0,45.0,38.0,115.39,2,0
1,25.0,39.0,40.63,2,1
1,53.0,11.0,29.64,2,1
1,47.0,60.0,63.05,7,0
1,33.0,32.0,50.7,2,1
1,41.0,41.0,48.27,2,1
0,64.0,42.0,99.1,7,0
1,32.0,51.0,110.3,9,0
0,36.0,57.0,45.56,8,1
1,65.0,4.999998909370805,45.77000169789578,4,1
1,50.0,54.99999817045261,48.91999926876984,2,1
1,58.0,16.0,30.65,8,1
1,27.0,62.0,51.78,4,0
1,46.0,30.0,53.63,8,0
1,64.0,35.0,46.06,8,1
1,42.0,59.0,20.05,1,0
1,44.0,48.0,70.95,0,2
0,23.0,32.0,91.05,0,2
0,31.0,21.0,42.53,2,1
0,34.0,40.0,20.6,0,2
0,70.0,22.00000097019839,55.289999972462155,2,1
1,32.0,46.0,108.65,5,2
0,68.0,46.00000180544465,45.369999850360536,2,1
1,51.0,50.00000033475057,43.79000087090175,2,1
1,28.0,29.0,70.9,3,2
1,54.0,38.0,55.59,8,1
0,29.0,56.0,110.5,5,2
1,23.0,12.00000129961109,52.35999960692065,4,1
0,29.0,65.0,107.65,0,2
1,28.0,10.0,59.65,6,2
0,39.0,49.0,25.25,6,2
1,62.0,59.0,25.0,6,2
0,70.0,29.0,43.7,8,1
0,52.0,17.0,49.96,9,0
0,23.0,47.0,103.7,5,2
0,63.0,72.0,110.1,0,2
1,70.0,18.999999255540644,40.23000075685468,8,1
1,43.0,54.0,105.1,7,0
1,42.0,12.0,45.4,0,2
1,53.0,55.0,102.6,9,0
0,62.0,52.0,63.1,7,0
0,25.0,20.0,85.8,3,2
0,64.0,63.0,72.11,9,0
1,32.0,34.0,49.25,4,0
0,57.0,52.99999959547898,61.57999998655285,2,1
0,65.0,10.999999440532806,34.14999993101292,2,1
1,44.0,19.0,53.04,4,1
0,38.0,44.0,57.81,8,1
0,57.0,8.0,49.26,2,1
0,46.0,49.0,52.14,2,1
0,43.0,21.0,105.36,9,0
1,54.0,22.000000283572852,37.35000008975932,8,1
1,62.0,57.0,48.08,2,1
1,38.0,2.0,70.1,5,2
1,25.0,43.0,75.2,5,2
1,48.0,36.000000841105354,56.51999939809647,4,1
1,69.0,11.0,27.12,4,1
1,25.0,35.0,44.08,7,0
0,39.0,18.0,25.1,6,2
